,c_i_child,c_i_parent,counts,p
1145,12,46,12,0.012
1146,12,47,6,0.006
1147,12,48,7,0.007
1148,12,49,6,0.006
1149,12,50,1,0.001
1150,12,51,7,0.007
1151,12,52,10,0.01
1152,12,53,8,0.008
1153,12,54,10,0.01
1154,12,55,10,0.01
1155,12,56,6,0.006
1156,12,57,5,0.005
1157,12,58,6,0.006
1158,12,59,6,0.006
1159,12,60,4,0.004
1160,12,61,5,0.005
1161,12,62,6,0.006
1162,12,63,5,0.005
1163,12,64,7,0.007
1164,12,65,5,0.005
1165,12,66,0,0.0
1166,12,67,2,0.002
1167,12,68,3,0.003
1168,12,69,3,0.003
1169,12,70,2,0.002
1170,12,71,0,0.0
1171,12,72,1,0.001
1172,12,73,4,0.004
1173,12,74,3,0.003
1174,12,75,0,0.0
1175,12,76,1,0.001
1176,12,77,3,0.003
1177,12,78,4,0.004
1178,12,79,3,0.003
1179,12,80,0,0.0
1180,12,81,3,0.003
1181,12,82,2,0.002
1182,12,83,1,0.001
1183,12,84,1,0.001
1184,12,85,1,0.001
1185,12,86,2,0.002
1186,12,87,0,0.0
1187,12,88,2,0.002
1188,12,89,1,0.001
1189,12,90,0,0.0
1190,12,91,1,0.001
1191,12,92,0,0.0
1192,12,93,0,0.0
1193,12,94,1,0.001
1194,12,95,0,0.0
1195,12,96,0,0.0
1196,12,97,0,0.0
1197,12,98,0,0.0
1198,12,99,0,0.0
1199,12,100,0,0.0
1200,13,1,20,0.02
1201,13,2,20,0.02
1202,13,3,24,0.024
1203,13,4,24,0.024
1204,13,5,27,0.027
1205,13,6,25,0.025
1206,13,7,32,0.032
1207,13,8,25,0.025
1208,13,9,22,0.022
1209,13,10,28,0.028
1210,13,11,22,0.022
1211,13,12,20,0.02
1212,13,13,31,0.031
1213,13,14,22,0.022
1214,13,15,14,0.014
1215,13,16,17,0.017
1216,13,17,26,0.026
1217,13,18,20,0.02
1218,13,19,20,0.02
1219,13,20,16,0.016
1220,13,21,16,0.016
1221,13,22,21,0.021
1222,13,23,19,0.019
1223,13,24,19,0.019
1224,13,25,18,0.018
1225,13,26,19,0.019
1226,13,27,11,0.011
1227,13,28,16,0.016
1228,13,29,14,0.014
1229,13,30,12,0.012
1230,13,31,19,0.019
1231,13,32,14,0.014
1232,13,33,11,0.011
1233,13,34,17,0.017
1234,13,35,14,0.014
1235,13,36,15,0.015
1236,13,37,11,0.011
1237,13,38,14,0.014
1238,13,39,13,0.013
1239,13,40,16,0.016
1240,13,41,11,0.011
1241,13,42,8,0.008
1242,13,43,5,0.005
1243,13,44,11,0.011
1244,13,45,8,0.008
1245,13,46,7,0.007
1246,13,47,8,0.008
1247,13,48,9,0.009
1248,13,49,10,0.01
1249,13,50,7,0.007
1250,13,51,5,0.005
1251,13,52,11,0.011
1252,13,53,7,0.007
1253,13,54,10,0.01
1254,13,55,3,0.003
1255,13,56,5,0.005
1256,13,57,8,0.008
1257,13,58,6,0.006
1258,13,59,7,0.007
1259,13,60,9,0.009
1260,13,61,5,0.005
1261,13,62,3,0.003
1262,13,63,2,0.002
1263,13,64,3,0.003
1264,13,65,4,0.004
1265,13,66,2,0.002
1266,13,67,3,0.003
1267,13,68,3,0.003
1268,13,69,2,0.002
1269,13,70,6,0.006
1270,13,71,3,0.003
1271,13,72,7,0.007
1272,13,73,2,0.002
1273,13,74,0,0.0
1274,13,75,4,0.004
1275,13,76,0,0.0
1276,13,77,2,0.002
1277,13,78,4,0.004
1278,13,79,3,0.003
1279,13,80,4,0.004
1280,13,81,2,0.002
1281,13,82,1,0.001
1282,13,83,2,0.002
1283,13,84,2,0.002
1284,13,85,1,0.001
1285,13,86,2,0.002
1286,13,87,1,0.001
1287,13,88,2,0.002
1288,13,89,4,0.004
1289,13,90,1,0.001
1290,13,91,0,0.0
1291,13,92,0,0.0
1292,13,93,1,0.001
1293,13,94,0,0.0
1294,13,95,0,0.0
1295,13,96,0,0.0
1296,13,97,0,0.0
1297,13,98,0,0.0
1298,13,99,0,0.0
1299,13,100,0,0.0
1300,14,1,23,0.023
1301,14,2,19,0.019
1302,14,3,23,0.023
1303,14,4,29,0.029
1304,14,5,23,0.023
1305,14,6,24,0.024
1306,14,7,33,0.033
1307,14,8,18,0.018
1308,14,9,23,0.023
1309,14,10,27,0.027
1310,14,11,25,0.025
1311,14,12,17,0.017
1312,14,13,20,0.02
1313,14,14,24,0.024
1314,14,15,18,0.018
1315,14,16,25,0.025
1316,14,17,21,0.021
1317,14,18,19,0.019
1318,14,19,18,0.018
1319,14,20,9,0.009
1320,14,21,20,0.02
1321,14,22,26,0.026
1322,14,23,16,0.016
1323,14,24,10,0.01
1324,14,25,18,0.018
1325,14,26,15,0.015
1326,14,27,23,0.023
1327,14,28,21,0.021
1328,14,29,15,0.015
1329,14,30,14,0.014
1330,14,31,17,0.017
1331,14,32,11,0.011
1332,14,33,16,0.016
1333,14,34,18,0.018
1334,14,35,9,0.009
1335,14,36,19,0.019
1336,14,37,12,0.012
1337,14,38,12,0.012
1338,14,39,8,0.008
1339,14,40,15,0.015
1340,14,41,6,0.006
1341,14,42,10,0.01
1342,14,43,8,0.008
1343,14,44,7,0.007
1344,14,45,17,0.017
1345,14,46,11,0.011
1346,14,47,11,0.011
1347,14,48,8,0.008
1348,14,49,9,0.009
1349,14,50,10,0.01
1350,14,51,4,0.004
1351,14,52,6,0.006
1352,14,53,8,0.008
1353,14,54,7,0.007
1354,14,55,10,0.01
1355,14,56,5,0.005
1356,14,57,10,0.01
1357,14,58,4,0.004
1358,14,59,7,0.007
1359,14,60,0,0.0
1360,14,61,5,0.005
1361,14,62,3,0.003
1362,14,63,11,0.011
1363,14,64,3,0.003
1364,14,65,5,0.005
1365,14,66,3,0.003
1366,14,67,4,0.004
1367,14,68,3,0.003
1368,14,69,3,0.003
1369,14,70,3,0.003
1370,14,71,4,0.004
1371,14,72,2,0.002
1372,14,73,1,0.001
1373,14,74,5,0.005
1374,14,75,5,0.005
1375,14,76,2,0.002
1376,14,77,2,0.002
1377,14,78,0,0.0
1378,14,79,7,0.007
1379,14,80,0,0.0
1380,14,81,2,0.002
1381,14,82,1,0.001
1382,14,83,2,0.002
1383,14,84,2,0.002
1384,14,85,2,0.002
1385,14,86,4,0.004
1386,14,87,2,0.002
1387,14,88,1,0.001
1388,14,89,0,0.0
1389,14,90,0,0.0
1390,14,91,0,0.0
1391,14,92,1,0.001
1392,14,93,0,0.0
1393,14,94,0,0.0
1394,14,95,0,0.0
1395,14,96,0,0.0
1396,14,97,0,0.0
1397,14,98,0,0.0
1398,14,99,1,0.001
1399,14,100,0,0.0
1400,15,1,10,0.01
1401,15,2,20,0.02
1402,15,3,16,0.016
1403,15,4,25,0.025
1404,15,5,19,0.019
1405,15,6,23,0.023
1406,15,7,22,0.022
1407,15,8,27,0.027
1408,15,9,23,0.023
1409,15,10,25,0.025
1410,15,11,28,0.028
1411,15,12,17,0.017
1412,15,13,16,0.016
1413,15,14,36,0.036
1414,15,15,26,0.026
1415,15,16,17,0.017
1416,15,17,18,0.018
1417,15,18,19,0.019
1418,15,19,22,0.022
1419,15,20,20,0.02
1420,15,21,13,0.013
1421,15,22,11,0.011
1422,15,23,17,0.017
1423,15,24,14,0.014
1424,15,25,18,0.018
1425,15,26,20,0.02
1426,15,27,14,0.014
1427,15,28,10,0.01
1428,15,29,18,0.018
1429,15,30,12,0.012
1430,15,31,22,0.022
1431,15,32,19,0.019
1432,15,33,9,0.009
1433,15,34,16,0.016
1434,15,35,13,0.013
1435,15,36,23,0.023
1436,15,37,18,0.018
1437,15,38,13,0.013
1438,15,39,7,0.007
1439,15,40,14,0.014
1440,15,41,11,0.011
1441,15,42,8,0.008
1442,15,43,6,0.006
1443,15,44,7,0.007
1444,15,45,12,0.012
1445,15,46,7,0.007
1446,15,47,14,0.014
1447,15,48,13,0.013
1448,15,49,8,0.008
1449,15,50,10,0.01
1450,15,51,7,0.007
1451,15,52,6,0.006
1452,15,53,10,0.01
1453,15,54,10,0.01
1454,15,55,8,0.008
1455,15,56,8,0.008
1456,15,57,5,0.005
1457,15,58,4,0.004
1458,15,59,5,0.005
1459,15,60,3,0.003
1460,15,61,8,0.008
1461,15,62,9,0.009
1462,15,63,8,0.008
1463,15,64,7,0.007
1464,15,65,5,0.005
1465,15,66,4,0.004
1466,15,67,4,0.004
1467,15,68,5,0.005
1468,15,69,3,0.003
1469,15,70,4,0.004
1470,15,71,5,0.005
1471,15,72,8,0.008
1472,15,73,4,0.004
1473,15,74,3,0.003
1474,15,75,2,0.002
1475,15,76,4,0.004
1476,15,77,2,0.002
1477,15,78,5,0.005
1478,15,79,1,0.001
1479,15,80,2,0.002
1480,15,81,4,0.004
1481,15,82,2,0.002
1482,15,83,2,0.002
1483,15,84,2,0.002
1484,15,85,1,0.001
1485,15,86,1,0.001
1486,15,87,0,0.0
1487,15,88,0,0.0
1488,15,89,0,0.0
1489,15,90,1,0.001
1490,15,91,0,0.0
1491,15,92,0,0.0
1492,15,93,1,0.001
1493,15,94,0,0.0
1494,15,95,0,0.0
1495,15,96,0,0.0
1496,15,97,1,0.001
1497,15,98,0,0.0
1498,15,99,0,0.0
1499,15,100,0,0.0
1500,16,1,12,0.012
1501,16,2,18,0.018
1502,16,3,27,0.027
1503,16,4,27,0.027
1504,16,5,20,0.02
1505,16,6,24,0.024
1506,16,7,22,0.022
1507,16,8,26,0.026
1508,16,9,30,0.03
1509,16,10,26,0.026
1510,16,11,17,0.017
1511,16,12,28,0.028
1512,16,13,22,0.022
1513,16,14,23,0.023
1514,16,15,18,0.018
1515,16,16,24,0.024
1516,16,17,18,0.018
1517,16,18,22,0.022
1518,16,19,26,0.026
1519,16,20,17,0.017
1520,16,21,13,0.013
1521,16,22,22,0.022
1522,16,23,16,0.016
1523,16,24,13,0.013
1524,16,25,12,0.012
1525,16,26,16,0.016
1526,16,27,16,0.016
1527,16,28,15,0.015
1528,16,29,21,0.021
1529,16,30,11,0.011
1530,16,31,19,0.019
1531,16,32,13,0.013
1532,16,33,16,0.016
1533,16,34,21,0.021
1534,16,35,13,0.013
1535,16,36,6,0.006
1536,16,37,15,0.015
1537,16,38,11,0.011
1538,16,39,5,0.005
1539,16,40,3,0.003
1540,16,41,11,0.011
1541,16,42,12,0.012
1542,16,43,13,0.013
1543,16,44,8,0.008
1544,16,45,3,0.003
1545,16,46,11,0.011
1546,16,47,10,0.01
1547,16,48,11,0.011
1548,16,49,7,0.007
1549,16,50,9,0.009
1550,16,51,10,0.01
1551,16,52,6,0.006
1552,16,53,12,0.012
1553,16,54,8,0.008
1554,16,55,6,0.006
1555,16,56,3,0.003
1556,16,57,11,0.011
1557,16,58,11,0.011
1558,16,59,5,0.005
1559,16,60,4,0.004
1560,16,61,3,0.003
1561,16,62,4,0.004
1562,16,63,10,0.01
1563,16,64,8,0.008
1564,16,65,2,0.002
1565,16,66,6,0.006
1566,16,67,4,0.004
1567,16,68,2,0.002
1568,16,69,3,0.003
1569,16,70,6,0.006
1570,16,71,3,0.003
1571,16,72,5,0.005
1572,16,73,5,0.005
1573,16,74,1,0.001
1574,16,75,6,0.006
1575,16,76,5,0.005
1576,16,77,1,0.001
1577,16,78,5,0.005
1578,16,79,8,0.008
1579,16,80,1,0.001
1580,16,81,1,0.001
1581,16,82,1,0.001
1582,16,83,1,0.001
1583,16,84,3,0.003
1584,16,85,2,0.002
1585,16,86,1,0.001
1586,16,87,3,0.003
1587,16,88,1,0.001
1588,16,89,1,0.001
1589,16,90,2,0.002
1590,16,91,0,0.0
1591,16,92,0,0.0
1592,16,93,0,0.0
1593,16,94,0,0.0
1594,16,95,0,0.0
1595,16,96,0,0.0
1596,16,97,0,0.0
1597,16,98,0,0.0
1598,16,99,1,0.001
1599,16,100,0,0.0
1600,17,1,6,0.006
1601,17,2,17,0.017
1602,17,3,25,0.025
1603,17,4,22,0.022
1604,17,5,28,0.028
1605,17,6,27,0.027
1606,17,7,12,0.012
1607,17,8,22,0.022
1608,17,9,21,0.021
1609,17,10,20,0.02
1610,17,11,24,0.024
1611,17,12,22,0.022
1612,17,13,17,0.017
1613,17,14,20,0.02
1614,17,15,19,0.019
1615,17,16,23,0.023
1616,17,17,21,0.021
1617,17,18,25,0.025
1618,17,19,19,0.019
1619,17,20,13,0.013
1620,17,21,17,0.017
1621,17,22,23,0.023
1622,17,23,20,0.02
1623,17,24,11,0.011
1624,17,25,16,0.016
1625,17,26,17,0.017
1626,17,27,24,0.024
1627,17,28,20,0.02
1628,17,29,14,0.014
1629,17,30,17,0.017
1630,17,31,17,0.017
1631,17,32,12,0.012
1632,17,33,13,0.013
1633,17,34,15,0.015
1634,17,35,16,0.016
1635,17,36,12,0.012
1636,17,37,13,0.013
1637,17,38,3,0.003
1638,17,39,13,0.013
1639,17,40,5,0.005
1640,17,41,7,0.007
1641,17,42,13,0.013
1642,17,43,16,0.016
1643,17,44,11,0.011
1644,17,45,6,0.006
1645,17,46,10,0.01
1646,17,47,8,0.008
1647,17,48,13,0.013
1648,17,49,10,0.01
1649,17,50,8,0.008
1650,17,51,13,0.013
1651,17,52,6,0.006
1652,17,53,14,0.014
1653,17,54,7,0.007
1654,17,55,3,0.003
1655,17,56,6,0.006
1656,17,57,8,0.008
1657,17,58,5,0.005
1658,17,59,5,0.005
1659,17,60,8,0.008
1660,17,61,7,0.007
1661,17,62,6,0.006
1662,17,63,7,0.007
1663,17,64,6,0.006
1664,17,65,8,0.008
1665,17,66,7,0.007
1666,17,67,4,0.004
1667,17,68,9,0.009
1668,17,69,4,0.004
1669,17,70,4,0.004
1670,17,71,1,0.001
1671,17,72,3,0.003
1672,17,73,3,0.003
1673,17,74,4,0.004
1674,17,75,8,0.008
1675,17,76,4,0.004
1676,17,77,2,0.002
1677,17,78,2,0.002
1678,17,79,3,0.003
1679,17,80,5,0.005
1680,17,81,2,0.002
1681,17,82,2,0.002
1682,17,83,3,0.003
1683,17,84,2,0.002
1684,17,85,1,0.001
1685,17,86,2,0.002
1686,17,87,3,0.003
1687,17,88,1,0.001
1688,17,89,4,0.004
1689,17,90,2,0.002
1690,17,91,3,0.003
1691,17,92,0,0.0
1692,17,93,0,0.0
1693,17,94,0,0.0
1694,17,95,0,0.0
1695,17,96,0,0.0
1696,17,97,0,0.0
1697,17,98,0,0.0
1698,17,99,0,0.0
1699,17,100,0,0.0
1700,18,1,8,0.008
1701,18,2,14,0.014
1702,18,3,24,0.024
1703,18,4,21,0.021
1704,18,5,21,0.021
1705,18,6,19,0.019
1706,18,7,14,0.014
1707,18,8,29,0.029
1708,18,9,22,0.022
1709,18,10,20,0.02
1710,18,11,21,0.021
1711,18,12,22,0.022
1712,18,13,21,0.021
1713,18,14,10,0.01
1714,18,15,14,0.014
1715,18,16,20,0.02
1716,18,17,13,0.013
1717,18,18,17,0.017
1718,18,19,22,0.022
1719,18,20,21,0.021
1720,18,21,22,0.022
1721,18,22,23,0.023
1722,18,23,25,0.025
1723,18,24,14,0.014
1724,18,25,13,0.013
1725,18,26,19,0.019
1726,18,27,19,0.019
1727,18,28,14,0.014
1728,18,29,20,0.02
1729,18,30,16,0.016
1730,18,31,10,0.01
1731,18,32,11,0.011
1732,18,33,13,0.013
1733,18,34,14,0.014
1734,18,35,15,0.015
1735,18,36,13,0.013
1736,18,37,17,0.017
1737,18,38,13,0.013
1738,18,39,20,0.02
1739,18,40,8,0.008
1740,18,41,10,0.01
1741,18,42,9,0.009
1742,18,43,8,0.008
1743,18,44,11,0.011
1744,18,45,11,0.011
1745,18,46,13,0.013
1746,18,47,18,0.018
1747,18,48,8,0.008
1748,18,49,8,0.008
1749,18,50,12,0.012
1750,18,51,2,0.002
1751,18,52,12,0.012
1752,18,53,4,0.004
1753,18,54,8,0.008
1754,18,55,11,0.011
1755,18,56,8,0.008
1756,18,57,12,0.012
1757,18,58,4,0.004
1758,18,59,5,0.005
1759,18,60,8,0.008
1760,18,61,7,0.007
1761,18,62,7,0.007
1762,18,63,3,0.003
1763,18,64,4,0.004
1764,18,65,3,0.003
1765,18,66,6,0.006
1766,18,67,4,0.004
1767,18,68,5,0.005
1768,18,69,7,0.007
1769,18,70,2,0.002
1770,18,71,10,0.01
1771,18,72,9,0.009
1772,18,73,2,0.002
1773,18,74,2,0.002
1774,18,75,4,0.004
1775,18,76,6,0.006
1776,18,77,5,0.005
1777,18,78,3,0.003
1778,18,79,2,0.002
1779,18,80,6,0.006
1780,18,81,3,0.003
1781,18,82,1,0.001
1782,18,83,5,0.005
1783,18,84,2,0.002
1784,18,85,5,0.005
1785,18,86,0,0.0
1786,18,87,2,0.002
1787,18,88,1,0.001
1788,18,89,2,0.002
1789,18,90,0,0.0
1790,18,91,2,0.002
1791,18,92,2,0.002
1792,18,93,2,0.002
1793,18,94,1,0.001
1794,18,95,0,0.0
1795,18,96,1,0.001
1796,18,97,0,0.0
1797,18,98,0,0.0
1798,18,99,0,0.0
1799,18,100,0,0.0
1800,19,1,12,0.012
1801,19,2,19,0.019
1802,19,3,14,0.014
1803,19,4,20,0.02
1804,19,5,22,0.022
1805,19,6,27,0.027
1806,19,7,16,0.016
1807,19,8,24,0.024
1808,19,9,18,0.018
1809,19,10,17,0.017
1810,19,11,19,0.019
1811,19,12,26,0.026
1812,19,13,17,0.017
1813,19,14,19,0.019
1814,19,15,18,0.018
1815,19,16,18,0.018
1816,19,17,13,0.013
1817,19,18,9,0.009
1818,19,19,17,0.017
1819,19,20,14,0.014
1820,19,21,16,0.016
1821,19,22,15,0.015
1822,19,23,17,0.017
1823,19,24,15,0.015
1824,19,25,21,0.021
1825,19,26,21,0.021
1826,19,27,22,0.022
1827,19,28,19,0.019
1828,19,29,11,0.011
1829,19,30,19,0.019
1830,19,31,18,0.018
1831,19,32,10,0.01
1832,19,33,14,0.014
1833,19,34,12,0.012
1834,19,35,8,0.008
1835,19,36,12,0.012
1836,19,37,14,0.014
1837,19,38,17,0.017
1838,19,39,16,0.016
1839,19,40,7,0.007
1840,19,41,14,0.014
1841,19,42,14,0.014
1842,19,43,10,0.01
1843,19,44,9,0.009
1844,19,45,18,0.018
1845,19,46,14,0.014
1846,19,47,9,0.009
1847,19,48,9,0.009
1848,19,49,10,0.01
1849,19,50,9,0.009
1850,19,51,15,0.015
1851,19,52,2,0.002
1852,19,53,10,0.01
1853,19,54,9,0.009
1854,19,55,7,0.007
1855,19,56,7,0.007
1856,19,57,8,0.008
1857,19,58,8,0.008
1858,19,59,8,0.008
1859,19,60,9,0.009
1860,19,61,11,0.011
1861,19,62,7,0.007
1862,19,63,10,0.01
1863,19,64,5,0.005
1864,19,65,5,0.005
1865,19,66,8,0.008
1866,19,67,5,0.005
1867,19,68,5,0.005
1868,19,69,6,0.006
1869,19,70,6,0.006
1870,19,71,4,0.004
1871,19,72,7,0.007
1872,19,73,6,0.006
1873,19,74,6,0.006
1874,19,75,1,0.001
1875,19,76,3,0.003
1876,19,77,4,0.004
1877,19,78,2,0.002
1878,19,79,5,0.005
1879,19,80,5,0.005
1880,19,81,3,0.003
1881,19,82,4,0.004
1882,19,83,2,0.002
1883,19,84,1,0.001
1884,19,85,0,0.0
1885,19,86,1,0.001
1886,19,87,3,0.003
1887,19,88,2,0.002
1888,19,89,1,0.001
1889,19,90,0,0.0
1890,19,91,1,0.001
1891,19,92,0,0.0
1892,19,93,5,0.005
1893,19,94,0,0.0
1894,19,95,0,0.0
1895,19,96,1,0.001
1896,19,97,3,0.003
1897,19,98,0,0.0
1898,19,99,0,0.0
1899,19,100,0,0.0
1900,20,1,4,0.004
1901,20,2,16,0.016
1902,20,3,16,0.016
1903,20,4,23,0.023
1904,20,5,21,0.021
1905,20,6,20,0.02
1906,20,7,16,0.016
1907,20,8,19,0.019
1908,20,9,20,0.02
1909,20,10,15,0.015
1910,20,11,15,0.015
1911,20,12,19,0.019
1912,20,13,13,0.013
1913,20,14,25,0.025
1914,20,15,18,0.018
1915,20,16,17,0.017
1916,20,17,26,0.026
1917,20,18,16,0.016
1918,20,19,17,0.017
1919,20,20,16,0.016
1920,20,21,19,0.019
1921,20,22,13,0.013
1922,20,23,24,0.024
1923,20,24,15,0.015
1924,20,25,15,0.015
1925,20,26,16,0.016
1926,20,27,11,0.011
1927,20,28,21,0.021
1928,20,29,13,0.013
1929,20,30,20,0.02
1930,20,31,11,0.011
1931,20,32,12,0.012
1932,20,33,13,0.013
1933,20,34,19,0.019
1934,20,35,18,0.018
1935,20,36,21,0.021
1936,20,37,13,0.013
1937,20,38,9,0.009
1938,20,39,18,0.018
1939,20,40,20,0.02
1940,20,41,17,0.017
1941,20,42,15,0.015
1942,20,43,10,0.01
1943,20,44,14,0.014
1944,20,45,5,0.005
1945,20,46,6,0.006
1946,20,47,11,0.011
1947,20,48,8,0.008
1948,20,49,10,0.01
1949,20,50,13,0.013
1950,20,51,5,0.005
1951,20,52,8,0.008
1952,20,53,13,0.013
1953,20,54,12,0.012
1954,20,55,10,0.01
1955,20,56,3,0.003
1956,20,57,9,0.009
1957,20,58,9,0.009
1958,20,59,7,0.007
1959,20,60,9,0.009
1960,20,61,3,0.003
1961,20,62,9,0.009
1962,20,63,7,0.007
1963,20,64,5,0.005
1964,20,65,4,0.004
1965,20,66,8,0.008
1966,20,67,4,0.004
1967,20,68,7,0.007
1968,20,69,7,0.007
1969,20,70,7,0.007
1970,20,71,7,0.007
1971,20,72,7,0.007
1972,20,73,6,0.006
1973,20,74,5,0.005
1974,20,75,4,0.004
1975,20,76,4,0.004
1976,20,77,4,0.004
1977,20,78,2,0.002
1978,20,79,2,0.002
1979,20,80,2,0.002
1980,20,81,3,0.003
1981,20,82,1,0.001
1982,20,83,3,0.003
1983,20,84,1,0.001
1984,20,85,4,0.004
1985,20,86,1,0.001
1986,20,87,3,0.003
1987,20,88,2,0.002
1988,20,89,5,0.005
1989,20,90,0,0.0
1990,20,91,1,0.001
1991,20,92,0,0.0
1992,20,93,3,0.003
1993,20,94,1,0.001
1994,20,95,0,0.0
1995,20,96,0,0.0
1996,20,97,0,0.0
1997,20,98,0,0.0
1998,20,99,1,0.001
1999,20,100,0,0.0
2000,21,1,9,0.009
2001,21,2,13,0.013
2002,21,3,17,0.017
2003,21,4,19,0.019
2004,21,5,12,0.012
2005,21,6,12,0.012
2006,21,7,14,0.014
2007,21,8,15,0.015
2008,21,9,25,0.025
2009,21,10,20,0.02
2010,21,11,26,0.026
2011,21,12,18,0.018
2012,21,13,16,0.016
2013,21,14,19,0.019
2014,21,15,16,0.016
2015,21,16,12,0.012
2016,21,17,17,0.017
2017,21,18,13,0.013
2018,21,19,15,0.015
2019,21,20,20,0.02
2020,21,21,22,0.022
2021,21,22,16,0.016
2022,21,23,12,0.012
2023,21,24,15,0.015
2024,21,25,14,0.014
2025,21,26,12,0.012
2026,21,27,19,0.019
2027,21,28,19,0.019
2028,21,29,20,0.02
2029,21,30,13,0.013
2030,21,31,21,0.021
2031,21,32,21,0.021
2032,21,33,15,0.015
2033,21,34,23,0.023
2034,21,35,19,0.019
2035,21,36,9,0.009
2036,21,37,18,0.018
2037,21,38,20,0.02
2038,21,39,11,0.011
2039,21,40,12,0.012
2040,21,41,18,0.018
2041,21,42,13,0.013
2042,21,43,11,0.011
2043,21,44,12,0.012
2044,21,45,11,0.011
2045,21,46,13,0.013
2046,21,47,8,0.008
2047,21,48,15,0.015
2048,21,49,15,0.015
2049,21,50,16,0.016
2050,21,51,15,0.015
2051,21,52,12,0.012
2052,21,53,11,0.011
2053,21,54,6,0.006
2054,21,55,11,0.011
2055,21,56,14,0.014
2056,21,57,3,0.003
2057,21,58,4,0.004
2058,21,59,3,0.003
2059,21,60,5,0.005
2060,21,61,10,0.01
2061,21,62,10,0.01
2062,21,63,3,0.003
2063,21,64,5,0.005
2064,21,65,6,0.006
2065,21,66,6,0.006
2066,21,67,2,0.002
2067,21,68,9,0.009
2068,21,69,6,0.006
2069,21,70,7,0.007
2070,21,71,4,0.004
2071,21,72,1,0.001
2072,21,73,6,0.006
2073,21,74,4,0.004
2074,21,75,2,0.002
2075,21,76,3,0.003
2076,21,77,1,0.001
2077,21,78,2,0.002
2078,21,79,4,0.004
2079,21,80,2,0.002
2080,21,81,5,0.005
2081,21,82,5,0.005
2082,21,83,4,0.004
2083,21,84,3,0.003
2084,21,85,1,0.001
2085,21,86,1,0.001
2086,21,87,0,0.0
2087,21,88,4,0.004
2088,21,89,1,0.001
2089,21,90,1,0.001
2090,21,91,2,0.002
2091,21,92,0,0.0
2092,21,93,2,0.002
2093,21,94,2,0.002
2094,21,95,1,0.001
2095,21,96,0,0.0
2096,21,97,0,0.0
2097,21,98,0,0.0
2098,21,99,0,0.0
2099,21,100,0,0.0
2100,22,1,8,0.008
2101,22,2,9,0.009
2102,22,3,12,0.012
2103,22,4,12,0.012
2104,22,5,17,0.017
2105,22,6,11,0.011
2106,22,7,19,0.019
2107,22,8,14,0.014
2108,22,9,18,0.018
2109,22,10,24,0.024
2110,22,11,17,0.017
2111,22,12,13,0.013
2112,22,13,30,0.03
2113,22,14,17,0.017
2114,22,15,21,0.021
2115,22,16,18,0.018
2116,22,17,18,0.018
2117,22,18,18,0.018
2118,22,19,29,0.029
2119,22,20,16,0.016
2120,22,21,10,0.01
2121,22,22,31,0.031
2122,22,23,14,0.014
2123,22,24,20,0.02
2124,22,25,23,0.023
2125,22,26,18,0.018
2126,22,27,15,0.015
2127,22,28,7,0.007
2128,22,29,11,0.011
2129,22,30,17,0.017
2130,22,31,14,0.014
2131,22,32,16,0.016
2132,22,33,12,0.012
2133,22,34,14,0.014
2134,22,35,13,0.013
2135,22,36,19,0.019
2136,22,37,15,0.015
2137,22,38,22,0.022
2138,22,39,13,0.013
2139,22,40,6,0.006
2140,22,41,18,0.018
2141,22,42,12,0.012
2142,22,43,12,0.012
2143,22,44,9,0.009
2144,22,45,15,0.015
2145,22,46,14,0.014
2146,22,47,11,0.011
2147,22,48,15,0.015
2148,22,49,10,0.01
2149,22,50,5,0.005
2150,22,51,13,0.013
2151,22,52,6,0.006
2152,22,53,8,0.008
2153,22,54,7,0.007
2154,22,55,7,0.007
2155,22,56,4,0.004
2156,22,57,10,0.01
2157,22,58,14,0.014
2158,22,59,13,0.013
2159,22,60,8,0.008
2160,22,61,3,0.003
2161,22,62,1,0.001
2162,22,63,7,0.007
2163,22,64,12,0.012
2164,22,65,10,0.01
2165,22,66,2,0.002
2166,22,67,3,0.003
2167,22,68,9,0.009
2168,22,69,6,0.006
2169,22,70,9,0.009
2170,22,71,3,0.003
2171,22,72,8,0.008
2172,22,73,4,0.004
2173,22,74,2,0.002
2174,22,75,2,0.002
2175,22,76,3,0.003
2176,22,77,4,0.004
2177,22,78,6,0.006
2178,22,79,5,0.005
2179,22,80,3,0.003
2180,22,81,6,0.006
2181,22,82,11,0.011
2182,22,83,2,0.002
2183,22,84,1,0.001
2184,22,85,1,0.001
2185,22,86,3,0.003
2186,22,87,1,0.001
2187,22,88,0,0.0
2188,22,89,3,0.003
2189,22,90,0,0.0
2190,22,91,3,0.003
2191,22,92,1,0.001
2192,22,93,1,0.001
2193,22,94,1,0.001
2194,22,95,0,0.0
2195,22,96,0,0.0
2196,22,97,1,0.001
2197,22,98,1,0.001
2198,22,99,0,0.0
2199,22,100,0,0.0
2200,23,1,5,0.005
2201,23,2,9,0.009
2202,23,3,12,0.012
2203,23,4,12,0.012
2204,23,5,15,0.015
2205,23,6,11,0.011
2206,23,7,15,0.015
2207,23,8,14,0.014
2208,23,9,17,0.017
2209,23,10,19,0.019
2210,23,11,20,0.02
2211,23,12,23,0.023
2212,23,13,22,0.022
2213,23,14,19,0.019
2214,23,15,16,0.016
2215,23,16,14,0.014
2216,23,17,14,0.014
2217,23,18,24,0.024
2218,23,19,21,0.021
2219,23,20,16,0.016
